request_id,date_submitted,neighborhood,category,service_type,priority,status,response_days,source,department,satisfaction_score,month,quarter,resolution_rate
RVA-11644,2024-08-10,Bon Air,Sanitation,Bulk Pickup Request,High,Resolved,0.41,Website,Transportation,2.8,2024-08,2024Q3,1
RVA-11645,2025-11-30,Northside,Water & Utilities,Sewer Problem,High,Closed,3.05,Website,Parks & Rec,4.2,2025-11,2025Q4,1
RVA-11646,2025-03-23,Manchester,Public Safety,Traffic Signal Issue,High,In Progress,6.24,Website,Transportation,2.3,2025-03,2025Q1,0
RVA-11647,2024-12-30,East End,Noise & Nuisance,Abandoned Vehicle,Low,Closed,8.68,Mobile App,Code Enforcement,4.9,2024-12,2024Q4,1
RVA-11648,2025-11-05,Ginter Park,Road & Sidewalk,Sidewalk Damage,Emergency,Closed,0.57,Mobile App,Police,1.2,2025-11,2025Q4,1
RVA-11649,2024-11-21,Shockoe Bottom,Sanitation,Illegal Dumping,Medium,Resolved,2.06,Mobile App,Parks & Rec,1.3,2024-11,2024Q4,1
RVA-11650,2025-04-11,Museum District,Water & Utilities,Storm Drain Blocked,Low,Resolved,4.81,Mobile App,Parks & Rec,3.8,2025-04,2025Q2,1
RVA-11651,2025-02-17,Manchester,Parks & Public Spaces,Park Maintenance,Low,In Progress,13.27,Phone,Police,4.6,2025-02,2025Q1,0
RVA-11652,2025-03-30,Scott's Addition,Sanitation,Illegal Dumping,Medium,Resolved,13.14,Mobile App,Code Enforcement,4.2,2025-03,2025Q1,1
RVA-11653,2025-08-08,Ginter Park,Water & Utilities,Hydrant Issue,Low,Resolved,9.92,Walk-in,Public Utilities,3.0,2025-08,2025Q3,1
RVA-11654,2024-08-20,Museum District,Sanitation,Missed Trash Pickup,Low,Closed,15.6,Phone,Public Works,2.1,2024-08,2024Q3,1
RVA-11655,2024-08-11,Manchester,Noise & Nuisance,Animal Control,Medium,Open,0.94,Phone,Code Enforcement,1.1,2024-08,2024Q3,0
RVA-11656,2025-02-15,Northside,Water & Utilities,Sewer Problem,Medium,Resolved,1.19,Mobile App,Police,3.0,2025-02,2025Q1,1
RVA-11657,2025-07-25,Scott's Addition,Noise & Nuisance,Noise Complaint,Medium,Resolved,3.8,Phone,Transportation,2.9,2025-07,2025Q3,1
RVA-11658,2024-11-30,Scott's Addition,Noise & Nuisance,Abandoned Vehicle,High,Resolved,0.39,Mobile App,Transportation,2.4,2024-11,2024Q4,1
RVA-11659,2024-08-09,Short Pump,Road & Sidewalk,Street Light Out,High,Resolved,2.02,Website,Police,3.3,2024-08,2024Q3,1
RVA-11660,2024-02-06,Museum District,Noise & Nuisance,Noise Complaint,Medium,Resolved,1.72,Walk-in,Transportation,3.9,2024-02,2024Q1,1
RVA-11661,2024-10-04,Scott's Addition,Noise & Nuisance,Property Maintenance,Low,Closed,15.68,Phone,Police,3.8,2024-10,2024Q4,1
RVA-11662,2024-07-14,The Fan,Road & Sidewalk,Crosswalk Faded,Emergency,Resolved,0.83,Mobile App,Parks & Rec,2.1,2024-07,2024Q3,1
RVA-11663,2025-04-28,Short Pump,Public Safety,Traffic Signal Issue,Low,Closed,6.23,Website,Public Utilities,3.3,2025-04,2025Q2,1
RVA-11664,2024-08-29,Highland Park,Parks & Public Spaces,Playground Repair,High,Resolved,0.4,Mobile App,Parks & Rec,1.6,2024-08,2024Q3,1
RVA-11665,2024-11-19,Ginter Park,Parks & Public Spaces,Playground Repair,Low,Closed,10.41,Mobile App,Parks & Rec,1.5,2024-11,2024Q4,1
RVA-11666,2024-07-10,Scott's Addition,Water & Utilities,Hydrant Issue,Emergency,Closed,2.47,Phone,Parks & Rec,4.1,2024-07,2024Q3,1
RVA-11667,2024-01-17,Northside,Water & Utilities,Storm Drain Blocked,Medium,Resolved,4.87,Email,Police,3.8,2024-01,2024Q1,1
RVA-11668,2025-06-07,Ginter Park,Road & Sidewalk,Crosswalk Faded,Medium,In Progress,0.18,Mobile App,Code Enforcement,4.1,2025-06,2025Q2,0
RVA-11669,2025-02-04,Museum District,Road & Sidewalk,Sidewalk Damage,High,Resolved,0.03,Email,Public Works,1.6,2025-02,2025Q1,1
RVA-11670,2025-12-05,Bon Air,Public Safety,Traffic Signal Issue,Medium,Closed,1.93,Mobile App,Public Works,4.7,2025-12,2025Q4,1
RVA-11671,2024-01-22,Bon Air,Parks & Public Spaces,Graffiti Removal,Medium,Resolved,1.09,Mobile App,Public Utilities,1.5,2024-01,2024Q1,1
RVA-11672,2025-04-18,Scott's Addition,Sanitation,Bulk Pickup Request,Medium,Resolved,8.38,Website,Public Utilities,4.5,2025-04,2025Q2,1
RVA-11673,2024-04-29,Scott's Addition,Water & Utilities,Hydrant Issue,High,In Progress,3.73,Mobile App,Police,2.4,2024-04,2024Q2,0
RVA-11674,2024-07-28,Shockoe Bottom,Water & Utilities,Hydrant Issue,Low,Closed,2.99,Mobile App,Public Works,1.4,2024-07,2024Q3,1
RVA-11675,2024-11-01,Shockoe Bottom,Parks & Public Spaces,Graffiti Removal,Low,Resolved,3.94,Mobile App,Code Enforcement,2.1,2024-11,2024Q4,1
RVA-11676,2024-09-26,Bon Air,Noise & Nuisance,Animal Control,Medium,Resolved,1.35,Mobile App,Police,1.7,2024-09,2024Q3,1
RVA-11677,2025-12-04,Bon Air,Public Safety,Traffic Signal Issue,Low,Resolved,23.9,Mobile App,Public Utilities,3.0,2025-12,2025Q4,1
RVA-11678,2025-11-17,The Fan,Water & Utilities,Storm Drain Blocked,High,Resolved,1.4,Website,Police,4.8,2025-11,2025Q4,1
RVA-11679,2024-10-11,Northside,Parks & Public Spaces,Tree Hazard,Low,Resolved,10.68,Website,Public Utilities,2.3,2024-10,2024Q4,1
RVA-11680,2025-12-16,Northside,Road & Sidewalk,Crosswalk Faded,Medium,Resolved,2.68,Email,Public Works,3.4,2025-12,2025Q4,1
RVA-11681,2025-11-06,Oregon Hill,Parks & Public Spaces,Playground Repair,Low,Closed,9.97,Website,Police,4.6,2025-11,2025Q4,1
RVA-11682,2024-08-14,Southside,Road & Sidewalk,Pothole Repair,Medium,Closed,2.44,Website,Parks & Rec,3.5,2024-08,2024Q3,1
RVA-11683,2025-01-15,Bon Air,Road & Sidewalk,Street Light Out,Low,Closed,4.15,Website,Transportation,2.4,2025-01,2025Q1,1
RVA-11684,2025-04-04,Shockoe Bottom,Road & Sidewalk,Pothole Repair,Low,In Progress,10.06,Walk-in,Public Utilities,5.0,2025-04,2025Q2,0
RVA-11685,2024-01-07,Carytown,Parks & Public Spaces,Tree Hazard,Low,Closed,8.94,Mobile App,Parks & Rec,1.7,2024-01,2024Q1,1
RVA-11686,2024-01-29,The Fan,Sanitation,Missed Trash Pickup,Emergency,In Progress,0.17,Mobile App,Public Utilities,3.1,2024-01,2024Q1,0
RVA-11687,2024-02-02,Oregon Hill,Water & Utilities,Hydrant Issue,Low,In Progress,1.62,Website,Parks & Rec,4.2,2024-02,2024Q1,0
RVA-11688,2025-10-07,Manchester,Parks & Public Spaces,Graffiti Removal,High,Closed,0.92,Mobile App,Public Works,1.0,2025-10,2025Q4,1
RVA-11689,2024-03-19,Museum District,Parks & Public Spaces,Tree Hazard,Low,Closed,5.36,Email,Public Works,3.8,2024-03,2024Q1,1
RVA-11690,2025-04-03,Lakeside,Road & Sidewalk,Street Light Out,Low,Resolved,9.91,Phone,Code Enforcement,2.1,2025-04,2025Q2,1
RVA-11691,2025-07-23,Highland Park,Noise & Nuisance,Abandoned Vehicle,Medium,Closed,12.3,Mobile App,Code Enforcement,1.7,2025-07,2025Q3,1
RVA-11692,2025-06-21,Oregon Hill,Sanitation,Illegal Dumping,Medium,Closed,0.18,Website,Code Enforcement,2.1,2025-06,2025Q2,1
RVA-11693,2025-04-26,Manchester,Noise & Nuisance,Property Maintenance,Emergency,Resolved,0.14,Mobile App,Police,4.9,2025-04,2025Q2,1
RVA-11694,2025-03-05,Ginter Park,Road & Sidewalk,Crosswalk Faded,Emergency,Resolved,0.11,Email,Public Utilities,4.6,2025-03,2025Q1,1
RVA-11695,2024-10-11,Ginter Park,Road & Sidewalk,Street Light Out,High,Closed,1.4,Email,Police,1.9,2024-10,2024Q4,1
RVA-11696,2025-05-30,Scott's Addition,Water & Utilities,Water Main Break,Medium,Resolved,2.81,Website,Code Enforcement,1.5,2025-05,2025Q2,1
RVA-11697,2024-04-08,Manchester,Public Safety,Missing Sign,Medium,In Progress,6.53,Mobile App,Public Utilities,2.5,2024-04,2024Q2,0
RVA-11698,2025-01-31,Ginter Park,Parks & Public Spaces,Playground Repair,Medium,Closed,1.39,Mobile App,Police,3.4,2025-01,2025Q1,1
RVA-11699,2025-05-03,The Fan,Noise & Nuisance,Noise Complaint,Emergency,Resolved,0.45,Phone,Public Works,4.5,2025-05,2025Q2,1
RVA-11700,2024-02-08,Manchester,Sanitation,Overflowing Bin,Medium,In Progress,10.76,Walk-in,Public Utilities,4.9,2024-02,2024Q1,0
RVA-11701,2024-09-27,Museum District,Road & Sidewalk,Street Light Out,Medium,Resolved,12.08,Mobile App,Code Enforcement,4.0,2024-09,2024Q3,1
RVA-11702,2024-06-05,Shockoe Bottom,Noise & Nuisance,Abandoned Vehicle,Low,Resolved,31.89,Mobile App,Public Works,3.4,2024-06,2024Q2,1
RVA-11703,2024-03-15,Shockoe Bottom,Noise & Nuisance,Abandoned Vehicle,Low,Closed,14.84,Mobile App,Public Utilities,1.6,2024-03,2024Q1,1
RVA-11704,2024-05-09,Museum District,Parks & Public Spaces,Park Maintenance,Emergency,Closed,1.18,Phone,Police,1.3,2024-05,2024Q2,1
RVA-11705,2025-11-17,Highland Park,Noise & Nuisance,Abandoned Vehicle,Medium,Resolved,1.34,Walk-in,Transportation,3.4,2025-11,2025Q4,1
RVA-11706,2024-03-24,Ginter Park,Road & Sidewalk,Street Light Out,Medium,Closed,1.1,Mobile App,Transportation,3.2,2024-03,2024Q1,1
RVA-11707,2024-01-22,Bon Air,Parks & Public Spaces,Tree Hazard,Low,Closed,0.07,Mobile App,Code Enforcement,4.4,2024-01,2024Q1,1
RVA-11708,2025-04-03,The Fan,Road & Sidewalk,Pothole Repair,High,Resolved,2.45,Website,Police,2.3,2025-04,2025Q2,1
RVA-11709,2025-06-22,Scott's Addition,Sanitation,Overflowing Bin,Low,Closed,27.72,Walk-in,Public Works,1.2,2025-06,2025Q2,1
RVA-11710,2025-12-07,Highland Park,Water & Utilities,Storm Drain Blocked,High,Resolved,0.41,Walk-in,Public Works,2.7,2025-12,2025Q4,1
RVA-11711,2025-01-16,Short Pump,Water & Utilities,Sewer Problem,Low,Resolved,10.13,Website,Public Works,4.9,2025-01,2025Q1,1
RVA-11712,2025-03-15,Manchester,Parks & Public Spaces,Graffiti Removal,High,Resolved,2.74,Mobile App,Public Utilities,4.2,2025-03,2025Q1,1
RVA-11713,2025-08-26,Scott's Addition,Noise & Nuisance,Noise Complaint,High,Closed,5.25,Phone,Code Enforcement,1.1,2025-08,2025Q3,1
RVA-11714,2024-01-21,Scott's Addition,Parks & Public Spaces,Playground Repair,Low,Resolved,10.41,Email,Transportation,4.5,2024-01,2024Q1,1
RVA-11715,2024-10-29,Museum District,Road & Sidewalk,Pothole Repair,Medium,Closed,17.58,Email,Public Works,2.9,2024-10,2024Q4,1
RVA-11716,2024-03-24,Shockoe Bottom,Public Safety,Hazardous Condition,Medium,Closed,2.11,Website,Police,2.5,2024-03,2024Q1,1
RVA-11717,2025-10-20,Bon Air,Public Safety,Traffic Signal Issue,Low,Open,4.31,Website,Code Enforcement,2.4,2025-10,2025Q4,0
RVA-11718,2025-03-28,Carytown,Road & Sidewalk,Street Light Out,High,Open,1.57,Email,Transportation,3.4,2025-03,2025Q1,0
RVA-11719,2025-01-21,Bon Air,Noise & Nuisance,Property Maintenance,Medium,Resolved,2.42,Phone,Police,3.1,2025-01,2025Q1,1
RVA-11720,2025-05-21,Ginter Park,Sanitation,Bulk Pickup Request,Medium,In Progress,0.01,Mobile App,Police,3.6,2025-05,2025Q2,0
RVA-11721,2024-09-13,Museum District,Water & Utilities,Storm Drain Blocked,Low,Resolved,13.16,Website,Public Works,3.3,2024-09,2024Q3,1
RVA-11722,2025-07-23,West End,Road & Sidewalk,Crosswalk Faded,Medium,Resolved,6.97,Email,Code Enforcement,1.6,2025-07,2025Q3,1
RVA-11723,2025-06-10,East End,Public Safety,Traffic Signal Issue,High,Resolved,2.75,Website,Parks & Rec,2.0,2025-06,2025Q2,1
RVA-11724,2024-06-10,Scott's Addition,Public Safety,Traffic Signal Issue,Medium,Resolved,2.12,Walk-in,Public Utilities,4.4,2024-06,2024Q2,1
RVA-11725,2024-06-11,Manchester,Public Safety,Traffic Signal Issue,Emergency,Resolved,0.37,Phone,Parks & Rec,3.7,2024-06,2024Q2,1
RVA-11726,2025-06-07,Short Pump,Noise & Nuisance,Animal Control,Emergency,Closed,0.22,Mobile App,Public Utilities,2.8,2025-06,2025Q2,1
RVA-11727,2024-09-27,Southside,Water & Utilities,Sewer Problem,Low,Closed,0.16,Mobile App,Code Enforcement,1.7,2024-09,2024Q3,1
RVA-11728,2025-05-06,Short Pump,Public Safety,Hazardous Condition,Low,Closed,8.27,Email,Transportation,1.0,2025-05,2025Q2,1
RVA-11729,2024-07-26,Museum District,Parks & Public Spaces,Graffiti Removal,High,Resolved,0.26,Phone,Public Works,2.2,2024-07,2024Q3,1
RVA-11730,2025-06-22,Museum District,Noise & Nuisance,Abandoned Vehicle,Medium,In Progress,0.42,Mobile App,Code Enforcement,1.2,2025-06,2025Q2,0
RVA-11731,2025-08-06,Lakeside,Parks & Public Spaces,Park Maintenance,Low,Closed,14.09,Email,Parks & Rec,2.9,2025-08,2025Q3,1
RVA-11732,2024-02-29,Museum District,Parks & Public Spaces,Tree Hazard,Medium,Closed,0.05,Phone,Police,4.3,2024-02,2024Q1,1
RVA-11733,2025-03-05,Short Pump,Public Safety,Hazardous Condition,Medium,Resolved,15.97,Walk-in,Public Utilities,2.1,2025-03,2025Q1,1
RVA-11734,2025-10-18,Fulton,Parks & Public Spaces,Playground Repair,High,Resolved,1.45,Phone,Public Utilities,4.4,2025-10,2025Q4,1
RVA-11735,2025-08-27,Southside,Public Safety,Hazardous Condition,Low,In Progress,40.76,Mobile App,Parks & Rec,3.8,2025-08,2025Q3,0
RVA-11736,2024-11-04,West End,Noise & Nuisance,Abandoned Vehicle,Low,Closed,0.6,Website,Public Works,1.5,2024-11,2024Q4,1
RVA-11737,2025-06-03,Northside,Sanitation,Illegal Dumping,Emergency,Resolved,0.44,Email,Code Enforcement,3.6,2025-06,2025Q2,1
RVA-11738,2025-08-13,Southside,Water & Utilities,Hydrant Issue,High,Open,0.86,Mobile App,Parks & Rec,1.6,2025-08,2025Q3,0
RVA-11739,2024-01-27,Northside,Road & Sidewalk,Street Light Out,Medium,Closed,9.27,Walk-in,Code Enforcement,3.6,2024-01,2024Q1,1
RVA-11740,2025-11-16,The Fan,Public Safety,Traffic Signal Issue,High,Resolved,0.9,Mobile App,Public Works,1.6,2025-11,2025Q4,1
RVA-11741,2025-07-15,Bon Air,Noise & Nuisance,Abandoned Vehicle,Medium,Resolved,1.51,Phone,Police,2.6,2025-07,2025Q3,1
RVA-11742,2024-07-17,The Fan,Road & Sidewalk,Pothole Repair,High,Resolved,3.9,Phone,Code Enforcement,3.3,2024-07,2024Q3,1
RVA-11743,2025-01-21,Oregon Hill,Road & Sidewalk,Crosswalk Faded,Medium,Resolved,2.35,Walk-in,Public Works,1.2,2025-01,2025Q1,1
RVA-11744,2024-12-14,Carytown,Sanitation,Bulk Pickup Request,Low,Resolved,0.17,Phone,Parks & Rec,1.6,2024-12,2024Q4,1
RVA-11745,2025-11-23,Carytown,Road & Sidewalk,Crosswalk Faded,High,Resolved,0.99,Phone,Transportation,2.3,2025-11,2025Q4,1
RVA-11746,2025-06-19,Highland Park,Road & Sidewalk,Pothole Repair,Medium,Resolved,5.31,Walk-in,Police,2.8,2025-06,2025Q2,1
RVA-11747,2025-01-12,Museum District,Road & Sidewalk,Street Light Out,Emergency,Closed,0.15,Mobile App,Police,4.4,2025-01,2025Q1,1
RVA-11748,2025-07-11,Highland Park,Water & Utilities,Hydrant Issue,Medium,Closed,2.83,Mobile App,Police,1.7,2025-07,2025Q3,1
RVA-11749,2025-06-10,Scott's Addition,Sanitation,Overflowing Bin,Emergency,Resolved,0.03,Mobile App,Public Utilities,2.4,2025-06,2025Q2,1
RVA-11750,2024-06-01,Scott's Addition,Public Safety,Unsafe Structure,Emergency,Resolved,0.44,Website,Transportation,2.9,2024-06,2024Q2,1
RVA-11751,2024-07-24,Scott's Addition,Road & Sidewalk,Street Light Out,Low,Closed,14.12,Phone,Public Works,2.2,2024-07,2024Q3,1
RVA-11752,2025-03-30,Southside,Parks & Public Spaces,Playground Repair,High,Open,1.07,Walk-in,Code Enforcement,3.5,2025-03,2025Q1,0
RVA-11753,2024-09-29,Highland Park,Parks & Public Spaces,Park Maintenance,Medium,Open,2.73,Phone,Parks & Rec,2.0,2024-09,2024Q3,0
RVA-11754,2024-08-23,Museum District,Noise & Nuisance,Animal Control,Emergency,Resolved,0.05,Mobile App,Police,4.1,2024-08,2024Q3,1
RVA-11755,2025-06-04,Oregon Hill,Public Safety,Unsafe Structure,Medium,Resolved,1.13,Walk-in,Police,3.0,2025-06,2025Q2,1
RVA-11756,2025-11-08,Bon Air,Noise & Nuisance,Abandoned Vehicle,High,Resolved,0.34,Mobile App,Police,1.3,2025-11,2025Q4,1
RVA-11757,2025-12-26,Carytown,Public Safety,Traffic Signal Issue,Medium,Closed,3.29,Email,Public Works,3.5,2025-12,2025Q4,1
RVA-11758,2025-05-15,Museum District,Sanitation,Bulk Pickup Request,Low,Resolved,7.53,Mobile App,Parks & Rec,3.3,2025-05,2025Q2,1
RVA-11759,2024-04-26,Museum District,Parks & Public Spaces,Playground Repair,Low,Closed,29.75,Mobile App,Public Works,2.4,2024-04,2024Q2,1
RVA-11760,2025-01-20,Carytown,Road & Sidewalk,Crosswalk Faded,Medium,In Progress,0.38,Phone,Parks & Rec,1.0,2025-01,2025Q1,0
RVA-11761,2024-12-09,Scott's Addition,Parks & Public Spaces,Tree Hazard,High,Closed,1.83,Mobile App,Code Enforcement,1.8,2024-12,2024Q4,1
RVA-11762,2025-08-06,The Fan,Road & Sidewalk,Crosswalk Faded,Medium,In Progress,3.74,Mobile App,Public Utilities,2.6,2025-08,2025Q3,0
RVA-11763,2025-01-29,Woodland Heights,Sanitation,Illegal Dumping,High,Resolved,1.45,Phone,Parks & Rec,1.8,2025-01,2025Q1,1
RVA-11764,2024-03-04,Northside,Parks & Public Spaces,Graffiti Removal,Medium,Resolved,10.32,Mobile App,Transportation,3.3,2024-03,2024Q1,1
RVA-11765,2025-12-17,Highland Park,Sanitation,Illegal Dumping,Medium,Resolved,1.15,Mobile App,Public Works,3.8,2025-12,2025Q4,1
RVA-11766,2025-12-21,Short Pump,Parks & Public Spaces,Playground Repair,Low,Closed,0.42,Mobile App,Public Works,4.4,2025-12,2025Q4,1
RVA-11767,2024-03-12,Northside,Public Safety,Unsafe Structure,High,Open,2.23,Phone,Public Works,3.6,2024-03,2024Q1,0
RVA-11768,2024-09-30,West End,Water & Utilities,Water Main Break,Emergency,Resolved,0.21,Phone,Public Utilities,3.8,2024-09,2024Q3,1
RVA-11769,2024-11-15,Bon Air,Noise & Nuisance,Noise Complaint,Medium,Resolved,0.09,Mobile App,Parks & Rec,3.4,2024-11,2024Q4,1
RVA-11770,2024-12-03,Carytown,Noise & Nuisance,Noise Complaint,Low,Closed,2.9,Phone,Parks & Rec,4.9,2024-12,2024Q4,1
RVA-11771,2024-12-31,Manchester,Road & Sidewalk,Street Light Out,Low,Open,3.7,Website,Parks & Rec,2.0,2024-12,2024Q4,0
RVA-11772,2025-05-09,West End,Public Safety,Hazardous Condition,High,Closed,1.92,Website,Parks & Rec,2.1,2025-05,2025Q2,1
RVA-11773,2025-08-29,Bon Air,Parks & Public Spaces,Graffiti Removal,Medium,Closed,0.95,Phone,Police,1.5,2025-08,2025Q3,1
RVA-11774,2024-06-14,Bon Air,Water & Utilities,Water Main Break,High,Closed,1.07,Mobile App,Police,2.9,2024-06,2024Q2,1
RVA-11775,2025-06-27,Southside,Water & Utilities,Water Main Break,Medium,In Progress,3.29,Phone,Transportation,1.4,2025-06,2025Q2,0
RVA-11776,2024-01-11,Shockoe Bottom,Water & Utilities,Sewer Problem,High,Resolved,1.23,Walk-in,Public Works,2.1,2024-01,2024Q1,1
RVA-11777,2024-10-27,Carytown,Sanitation,Bulk Pickup Request,High,Open,7.29,Phone,Police,2.9,2024-10,2024Q4,0
RVA-11778,2025-12-29,Bon Air,Parks & Public Spaces,Graffiti Removal,Medium,Closed,0.23,Mobile App,Parks & Rec,4.8,2025-12,2025Q4,1
RVA-11779,2024-04-11,Museum District,Sanitation,Bulk Pickup Request,Medium,Closed,15.08,Mobile App,Parks & Rec,4.9,2024-04,2024Q2,1
RVA-11780,2025-02-28,Shockoe Bottom,Road & Sidewalk,Street Light Out,Low,Resolved,8.72,Email,Police,4.0,2025-02,2025Q1,1
RVA-11781,2025-01-26,Bon Air,Water & Utilities,Sewer Problem,Medium,Closed,7.94,Website,Code Enforcement,2.6,2025-01,2025Q1,1
RVA-11782,2024-08-01,Carytown,Road & Sidewalk,Street Light Out,High,In Progress,1.13,Mobile App,Transportation,4.5,2024-08,2024Q3,0
RVA-11783,2025-11-21,West End,Water & Utilities,Hydrant Issue,Medium,Resolved,3.02,Mobile App,Public Works,4.5,2025-11,2025Q4,1
RVA-11784,2024-03-28,Southside,Parks & Public Spaces,Park Maintenance,High,Resolved,4.23,Walk-in,Public Utilities,4.6,2024-03,2024Q1,1
RVA-11785,2025-07-06,The Fan,Parks & Public Spaces,Playground Repair,Medium,Closed,11.31,Mobile App,Transportation,3.6,2025-07,2025Q3,1
RVA-11786,2025-02-04,Manchester,Sanitation,Missed Trash Pickup,Low,Closed,2.73,Phone,Public Works,1.8,2025-02,2025Q1,1
RVA-11787,2025-08-10,Church Hill,Public Safety,Missing Sign,Medium,Closed,1.11,Website,Public Works,1.4,2025-08,2025Q3,1
RVA-11788,2024-02-15,Northside,Parks & Public Spaces,Graffiti Removal,Medium,Closed,3.43,Phone,Public Works,4.7,2024-02,2024Q1,1
RVA-11789,2025-11-02,Museum District,Public Safety,Missing Sign,Medium,Resolved,11.53,Mobile App,Transportation,1.2,2025-11,2025Q4,1
RVA-11790,2025-04-07,The Fan,Sanitation,Bulk Pickup Request,Low,Closed,3.89,Mobile App,Transportation,2.2,2025-04,2025Q2,1
RVA-11791,2025-08-14,Bon Air,Parks & Public Spaces,Tree Hazard,Medium,Resolved,5.28,Email,Police,2.9,2025-08,2025Q3,1
RVA-11792,2024-11-05,Oregon Hill,Sanitation,Missed Trash Pickup,Low,Closed,12.32,Phone,Public Works,1.1,2024-11,2024Q4,1
RVA-11793,2024-03-26,Scott's Addition,Sanitation,Bulk Pickup Request,Low,Closed,15.08,Walk-in,Parks & Rec,4.6,2024-03,2024Q1,1
RVA-11794,2024-04-01,Scott's Addition,Road & Sidewalk,Pothole Repair,Medium,Open,4.15,Phone,Public Works,2.1,2024-04,2024Q2,0
RVA-11795,2025-10-21,Shockoe Bottom,Public Safety,Hazardous Condition,Medium,Resolved,2.57,Email,Parks & Rec,1.1,2025-10,2025Q4,1
RVA-11796,2025-11-03,Bon Air,Parks & Public Spaces,Tree Hazard,Emergency,Open,1.71,Email,Police,5.0,2025-11,2025Q4,0
RVA-11797,2025-12-14,Scott's Addition,Road & Sidewalk,Pothole Repair,Medium,Closed,4.73,Phone,Police,2.2,2025-12,2025Q4,1
RVA-11798,2024-08-29,Jackson Ward,Sanitation,Overflowing Bin,High,In Progress,2.61,Mobile App,Public Works,4.5,2024-08,2024Q3,0
RVA-11799,2024-01-02,Ginter Park,Road & Sidewalk,Pothole Repair,Medium,Resolved,2.12,Website,Transportation,2.8,2024-01,2024Q1,1
RVA-11800,2024-08-12,Southside,Water & Utilities,Water Main Break,High,Closed,2.22,Website,Parks & Rec,3.7,2024-08,2024Q3,1
RVA-11801,2025-08-11,Oregon Hill,Water & Utilities,Sewer Problem,Medium,Resolved,1.49,Phone,Parks & Rec,2.0,2025-08,2025Q3,1
RVA-11802,2024-04-25,Bon Air,Road & Sidewalk,Sidewalk Damage,Emergency,Resolved,0.14,Walk-in,Parks & Rec,3.0,2024-04,2024Q2,1
RVA-11803,2025-10-27,Highland Park,Public Safety,Unsafe Structure,Medium,Resolved,6.27,Mobile App,Parks & Rec,2.0,2025-10,2025Q4,1
RVA-11804,2024-04-12,Scott's Addition,Road & Sidewalk,Sidewalk Damage,High,In Progress,1.47,Mobile App,Public Utilities,4.8,2024-04,2024Q2,0
RVA-11805,2024-07-12,Southside,Road & Sidewalk,Crosswalk Faded,Medium,Closed,5.75,Website,Police,1.2,2024-07,2024Q3,1
RVA-11806,2024-06-14,Bon Air,Noise & Nuisance,Noise Complaint,Low,Resolved,3.14,Mobile App,Parks & Rec,2.1,2024-06,2024Q2,1
RVA-11807,2024-03-30,Museum District,Noise & Nuisance,Animal Control,High,Resolved,1.83,Phone,Public Utilities,4.6,2024-03,2024Q1,1
RVA-11808,2025-11-16,West End,Water & Utilities,Water Main Break,Low,Resolved,5.87,Email,Public Utilities,2.9,2025-11,2025Q4,1
RVA-11809,2024-05-01,Bon Air,Noise & Nuisance,Property Maintenance,Medium,Resolved,4.54,Website,Police,3.4,2024-05,2024Q2,1
RVA-11810,2024-05-22,West End,Water & Utilities,Storm Drain Blocked,Low,Closed,3.44,Email,Code Enforcement,3.6,2024-05,2024Q2,1
RVA-11811,2024-04-15,Carytown,Parks & Public Spaces,Tree Hazard,Medium,Closed,6.28,Website,Public Works,1.3,2024-04,2024Q2,1
